,Unnamed: 0,Unnamed: 0.1,review,id,product
78,78,9978,"Deliciously disturbing ....Highly Underestimated: FINALLY it comes out on dvd. This film is absolutely brilliant. Psychologically scarred me as a kid. I've never been able to think of ventriloquists or their wooden counterparts in quite the same way since. Still, it has left a lasting , unavoidable impression upon me. I have both dreaded and longed to see it again. Thank you, Dark Sky , for making that possible.",9978,product 2
79,79,9979,"Magic: If you like Anthony Hopkins, this is one of his best. It is a bit ""off"" but it keeps you watching. A very different movie. Saw this years ago and remembered it. It never comes on cable. I think it is worth a look.",9979,product 3
80,80,9980,"Magic, on Blu Ray, starrring Anthony Hopkins and Ann Margret is a well crafted film.: I like this BluRay release of the Anthony Hopkins/Ann Margret film. The BluRay transfer was done very nicely and the extras were pretty good but could have been better.I really enjoyed the Dennis Alwood interview, Fats and Friends. I do wish there were new interviews with Anthony Hopkins and Ann Margret though. There is an old, archival Anthony Hopkins interview which leaves much to be desired. Though it's better than nothing.",9980,product 3
81,81,9981,"A ventriloquists nightmare: Magic is a timeless suspense film starring Anthony Hopkinks, Ann Margret, and the always entertaining Burgess Meredith(better known as Mic from Rocky.) The story follows an up and coming ventriloquist ""Corky"" and his dummy ""fats"" on their near rise to stardom. This is a very entertaining yet creepy film where the dummy is in control of the ventriloquist(very similar to a Twilight Zone episode.) Just watching as Corky can't go more then five minutes without speaking as fats is sheer genius. Great acting plus a very clever story make for a timeless movie, as is the case in ""Magic"". I definately recommend this classic if you need a change from the typical cookie cutter horror/suspense films out there now.",9981,product 5
82,82,9982,"great movie massacred by tape quality: One of my all time favorite movies has been edited for television recorded extended long play, and packaged as though nothing was done to it. don't buy this tape wait for the dvd version that should be coming out soon.",9982,product 3
83,83,9983,"Early Hopkins story still sends chills through viewers: ""Magic"" showed us early on what Anthony Hopkins can do. The dummy is not exactly a Charlie McCarthy and there are parts not for the squeamish. Ann Margret has a curious role in this tale, but she does it well. Along with ""The Bunker"" and his over-the-top Quasimodo in the ""Hunchback of Notre Dame"", the viewer gets an excellent foretaste of what was to come in his Hannibal Lecter roles.",9983,product 1
84,84,9984,"The Only Dummy Is The Writer: ""Magic"" poses the question of whether ventriloquist Corky Withers (Anthony Hopkins) and his dummy Fats are two separate entities or Fats is just an extension of Corky's twisted psyche. Alas, the answer is telegraphed too soon so whatever suspense director Richard Attenborough is trying to muster is drained away. Anthony Hopkins doesn't help matters by chewing the scenery in a performance that's neither terrifying or funny. Ann-Margret is essentially wasted by being called upon to model tight sweaters which, in retrospect, is not entirely a bad thing. Hight point of film is Burgess Meredith as Hopkins' agent. Author William Goldman should sue the screenwriter but be adapted his own book.",9984,product 4
85,85,9985,"He's NO Dummy. . .: Viewing ""Magic"" is when I first became aware of Anthony Hopkins as a brilliant actor. This movie coincided somewhat with his starring role in the highly praised QBVII, that was being aired on TV. I made a mental note to ""watch this actor."" I saw ""Magic"" at the Capital Plaza Cinema in Austin, Texas in the Seventies. One of the things I remember about it most, besides, spooky Fats, the dummy, was the haunting and eerie cords played on a ""squeeze box"" over and over throughout the movie, just two chords. They played when something creepy was about to happen, or had just happened. Hopkins was great as a type of stalker, psycho, who used Fats as a prop, Burgess Meridith was great as his manager and Ann Margaret was excellent in this dramatic and slightly kookie role.",9985,product 5
86,86,9986,"Amazingly suspenseful psychological thriller: This story of a psychotic ventriloquist is truly frightening, especially as portrayed through the gifted Anthony Hopkins. Ann-Margret gives her best performance as his high-school sweetheart stuck in a bad marriage. Based on the novel, the plot is powerful and well-developed. One caution: This video is edited; with the abundant vulgar language of the movie removed. This hurts the impact of the film, but the story is strong enough to overcome this sad bit of editing.",9986,product 4
87,87,9987,"A truly great horror movie: I saw this film last night after refusing to see it for a while because of a fear of ventriloquism. What a great film! I sincerely believe that this is Anthony's Hopkins finest performance. His telepathic card scene with Ann Margaret is fantastic, he is just so intense. This is one of the most intelligent horror movies I've ever seen, because Fats never walks around on his own, when he murders victims, its done by Corky. Corky's obsession with perfection and success ultimately takes over his mind and ability to control himself. Metallica once did a song about this film called ""Sad but True,"" it sums up the ideology of this film well. I also believe this film's concept may have been based on that one Twilight Zone episode, but I could be mistaken.",9987,product 3
88,88,9988,"Frightening movie with superb acting by Sir Hopkins: My recollection of the film -- I've only ordered it today (August 31, 1999) -- from my youth (when I was eight years old) is that of a genuinely frightening film which has a great deal of credibility to it. The dummy is seemingly real at all times, especially when it is killing some hapless victim. Hopkins acting is phenomenal. But one things disturbs me. I understand from other people's comments that there is significant editing on the tape available here. Should this be true, I am afraid I will be disappointed. I was hoping to see the movie in the way in which it was intended to run, i.e. the way it originally aired in 1978. The vulgar language of the dummy is integral to the film, I feel. Anyway, I look forward to receiving it.",9988,product 5
89,89,9989,"classic: i got this for my dad. it is super creepy and worth a watch, but don't watch it in the dark.",9989,product 3
90,90,9990,Psychological thriller!: This movie really scared me when it came out in theaters years ago. It is still pretty exciting and leaves you wondering if the guy is really crazy or his dummy is alive!,9990,product 5
91,91,9991,A little more money than what I expected to spend on in.: This is a good movie. My husband enjoyed it. I wasn't too impressed with the price of the movie since it was an older film.,9991,product 4
92,92,9992,"The Silence of the Dummies: This is overall a real hoot! Anthony Hopkins is superb! ""Fats"" the dummy steals lots of the scenes.The question that crosses my mind is which is more frightening the Dummy or Ann Margarett trying to act!Burgess Meredith is great as the manager. One point of interest is the horrible score by Jerry Goldsmith. He throws in a great harmonica riff when we see ""Fats"", but during some of the more ""romantic "" scenes the music is so cloying it would make Yanni blush.Don,t miss the extras where they talk with the real ""vent"" that worked with them on the movie.If you like movies that are a bit ""outside"" this is a must have for any collection.Pete Cavano",9992,product 2
93,93,9993,"Mauled again - killing bears to enrich himself: Jim Cole has been ticketed and banned at many National Parks for willing breaking the law and endangering, not only his life, but the lives of the bears. He was recently mauled at Yellowstone and his actions most likely will result in the death of the bear as he pursued and harrassed a mother bear protecting her cubs. We were at Yellowstone during the incident and the rangers said that the photos they found in his camera did not line up with the tale he told.This is his second mauling because he will risk the life of the bear just to get his money shot. If you are considering buying his books because you love bears, be aware that man is not a advocate for bears but rather will do things that result in their being shot in order to enrich himself.",9993,product 2
94,94,9994,"Sorry Jim: As a former realtor, Mr. Cole owes the natural world a large debt, and believes he is doing good work. My opinion, based upon a life lived in the northern rockies, is that bears NEVER benefit from interactions with humans. The natural world is not there for us to enjoy, or understand, or study - it is simply there. If you are looking for a better understanding of bears, read Steve Herreros book and if you like pretty pictures, check out any of the other authors online who do not routinely place bears at risk by forcing encounters.",9994,product 4
95,95,9995,"A revelation of life in small town America in early 1900s: Though a scholarly biography, the book reveals much more about life in a small mid-west America town at the turn of the century than many other biographies or novels. Well worth reading for an insight into ""news"" that didn't make most newspapers but which was true in revealing life, the book is nicely crafted and the author writes with a knowing touch.One would wish for more intimate details of the subject's life, but he was a private man, kept no diary, and did not tell his innermost thoughts to his family. The book, however, succeeds, because it reveals the town, Lamar, MO (which happened to be President Truman's birthplace, and where Wyatt Earp had been Marshall and where the Earp kinfolk lived on) and some of the foibles and fancies of American life. I hope the author writes another book soon.",9995,product 2
96,96,9996,"Great biography of a very interesting journalist: This biography of Arthur Aull, a small-town journalist at the turn of the twentieth century, is a most fascinating read. The role of the small-town newspaper publisher carried much of the moral weight of towns like Lamar, Missouri, during the first half of the twentieth century before the era of instant news carried by radio and television changed everything. The author does a fine job of demonstrating the role in both politics and society that newspaper publishers played during this era. Arthur Aull was routinely used as a classic example of the important role of journalists in developing America by the Journalism School of the University of Missouri. In addition, he was a character that continues to shape the nature of the small town where he published; his legacy newspaper still is in publication.",9996,product 4
97,97,9997,"Interesting Subject; Poor Presentation: You'd be hard-pressed to tell a boring story about about a plucky country newspaper editor who had principles and stuck to 'em. But this author has done it. He says the book is an adaptation of his doctoral thesis. That fits. The book reads like a well-done, fully footnoted college paper, not like a dramatic novel. It strives to identify key historical facts at the expense of the reader's interest. With a modest amount of effort, it could have been reworked as a compelling autobiographical novel bolstered by its remarkable display of features of midwestern life during the first half of the 20th Century.",9997,product 2
98,98,9998,Don't buy: The box looked used and it is obviously not new. I have tried to contact them by email and no response. Don't buy from them!,9998,product 1
99,99,9999,"Beautiful Pen and Fast Delivery.: The pen was shipped promptly. This is the classic Montblanc pen that everyone raves about. It is Black in color with Golden Trim. It holds it's own and I am thankful to my parents to gift this to me as a Graduation Present. Someday I plan on buying more of these pens from Amazon.The vendors at Amazon are amazing. I have been a long time shopper at Amazon, mostly pens and electronics. However this pen was gifted to me by my mom and she has nothing but good things to say. I on my part love this pen.",9999,product 4
